¬ Text file converted with loc_parser
{your_citizens_killed}						Eure getöteten Bürger:
{peacy_treaty_signed_body_egyptian}				Ein Vertrag ist zwischen diesen beiden Völkern geschlossen worden; fast, als ob die gütige Herrschaft unseres großen Pharao sie in Harmonie vereint hätte.
{peacy_treaty_signed_body_eastern}				Diese beiden Völker haben sich auf einen Friedensvertrag geeinigt und das Schwert zur Seite gelegt, vielleicht für immer oder vielleicht auch nur bis auf weiteres.
{alliance_broken_body_roman}					Das Bündnis zwischen diesen beiden Völkern ist zerrüttet. Die Entwicklung ihrer zukünftigen Beziehungen wird sich herausstellen ...
{alliance_broken_body_barbarian}				Bittere Worte haben hierzu geführt: das Bündnis zwischen diesen Völkern ist zerbrochen. Folgt nun der Krieg?
{alliance_broken_body_carthaginian}				Alles hat ein Ende, sogar ein Bündnis wie das zwischen diesen beiden Seiten.
{alliance_broken_body_greek}					Nur die Götter sind konstant. Die Bündnisse der Menschen sind schwach und ändern sich immerfort.
{alliance_broken_body_egyptian}				Zornige Worte haben dieses Bündnis zweier Völker zerbrochen. So etwas dürfte im harmonischen Reich des Pharaos nicht geschehen!
{alliance_broken_body_eastern}				Dieses Bündnis war in den Sand geschrieben, jetzt stehen sich diese beiden Völker bestenfalls gleichgültig gegenüber ...
{protectorate_established_body_roman}				Dieses Volk hat sich entschlossen, ein Anhängsel seines mächtigeren Nachbar zu werden. Es hat Souveränität gegen Sicherheit eingetauscht.
{protectorate_established_body_barbarian}			Dieses schwache Volk hat die Freiheit aufgegeben und hängt nun von der Gunst anderer ab, sogar in seinem eigenen Land!
{protectorate_established_body_carthaginian}			Dieses Volk hat seine beste Zeit hinter sich und gelangt nun in den Schatten eines mächtigeren Volks.
{protectorate_established_body_greek}				Dieses Volk hat jegliches Streben nach Freiheit und Unabhängigkeit aufgegeben, nun beugt es das Knie vor einer anderen Macht!
{protectorate_established_body_egyptian}			Diese Seite lässt den Stolz unseres großen Pharao vermissen und hat akzeptiert, dass ihr Schicksal nun von anderen abhängt.
{protectorate_established_body_eastern}			Dieses Volk hat die Weisheit zu sehen, dass sein Traum eines Imperiums nun zu Ende geträumt ist; sein Überleben hängt von der Protektion durch andere ab.
{ally_declared_alliance_with_enemy_body_roman}			Unser Verbündeter hat einen Vertrag mit unserem Feind geschlossen. Diese Verräter verfolgen ihre eigenen Interessen anstelle derer Roms!
{ally_declared_alliance_with_enemy_body_barbarian}		Verrat! Unser wertloser, elender Verbündeter hat verräterischerweise die Freundschaft mit unseren Feinden erklärt!
{ally_declared_alliance_with_enemy_body_carthaginian}		Unsere so genannten Verbündeten haben entschieden, dass die Freundschaft unserer Feinde wichtiger ist als unser Wohlwollen und unsere Unterstützung!
{ally_declared_alliance_with_enemy_body_greek}			Diese so genannten Freunde haben ihren wahren Wert bewiesen, indem sie erklärt haben, dass ihre wertlose Unterstützung unseren Feinden verliehen wird.
{ally_declared_alliance_with_enemy_body_egyptian}		Diese unzuverlässigen und verräterischen Seth-Anbeter haben durch ihr Bündnis mit den Feinden des Pharaos bewiesen, dass sie nicht besser als Krokodilmist sind.
{ally_declared_alliance_with_enemy_body_eastern}		Diese faulen Kamelsöhne sind wertloser Staub, sich auf so eine rohe Art und Weise auf die Seite unserer eingeschworenen Feinde zu schlagen!
{suitor_available_for_daughter_body_roman}			Dieser Mann ist ein geeigneter Kandidat für unsere Familie. Möchtet Ihr, dass er Eure edle Tochter heiratet und wie ein Sohn für Euch wird - bereit, eine verantwortungsvolle Position zu übernehmen?
{suitor_available_for_daughter_body_barbarian}			Dieser gute Krieger ist eine anständige Partie für eine Eurer Töchter. Möchtet Ihr, dass er sie heiratet und wie ein Sohn für Euch wird - bereit, Eure Ehre zu verteidigen?
{suitor_available_for_daughter_body_carthaginian}		Dieser Mann scheint die ausreichende Würde für ein Herrscherhaus aufzuweisen. Erlaubt Ihr, dass die Hochzeit stattfindet, damit er wie ein Sohn für Euch werden kann?
{suitor_available_for_daughter_body_greek}			Dieser edle Mann scheint unserer Familie würdig zu sein. Erlaubt Ihr ihm, Eure Tochter zu heiraten, damit er wie ein Sohn wird, der für den Ruhm der Familie arbeitet?
{suitor_available_for_daughter_body_egyptian}			Dieser Mann scheint der Familie des edlen Pharaos würdig zu sein. Sollte er eine Tochter heiraten und zu einem der Söhne des Pharaos werden - bereit, in jeder Hinsicht Dienst zu leisten?
{suitor_available_for_daughter_body_eastern}			Dieser Mann ist der Familie würdig. Soll er in sie einheiraten und zu einem Sohn werden, der als General oder Statthalter dienen kann?
{daughter_retired_body_roman}				Da kein angemessener Gatte gefunden werden konnte, zieht sich diese sensible Dame nun vom öffentlichen Leben zurück, um ihre verbleibenden Jahre religiösen und wohltätigen Zwecken zu widmen.
{daughter_retired_body_barbarian}				Diese Frau ist eine bittere alte Jungfer geworden und ist über das Alter hinaus, in dem sie uns Söhne für den Ruhm unserer Familie hätte schenken können!
{daughter_retired_body_carthaginian}				Da kein angemessener Gatte erschienen ist, hat sich diese Tochter unserer Familie entschlossen, ihre verbleibenden Jahre dem Dienst im Tempel zu widmen.
{daughter_retired_body_greek}				Es wurde kein angemessener Gatte für diese Frau gefunden, jetzt möchte sie sich aus dem öffentlichen Leben zurückziehen und sich der Poesie und anderen edlen Zeitvertreiben widmen.
{daughter_retired_body_egyptian}				Es konnte kein angemessener Gatte für diese große Dame gefunden werden. Sie hat sich zurückgezogen, um sich auf ihr Nachleben in der Gesellschaft unseres edlen Pharaos vorzubereiten.
{daughter_retired_body_eastern}				Unsere Suche nach einem angemessenen Gatten für diese Frau ist gescheitert, daher sollte sie sich zurückziehen und ihre verbleibenden Jahre abgeschieden verbringen dürfen.
{adopta_general_offer_body_roman}				Dieser Mann hat sich als Militärkommandant unter Beweis gestellt und wäre eine gute Ergänzung Eurer Familie. Möchtet Ihr ihn adoptieren?
{adopta_general_offer_body_barbarian}				Dieser Krieger würde einen Sohn abgeben, auf den jeder stolz wäre. Möchtet Ihr ihn in Eure Familie adoptieren?
{adopta_general_offer_body_carthaginian}			Dieser Mann ist ein würdiger Kommandant und könnte es mit den rechten Beziehungen weit bringen. Möchtet Ihr ihn in Eure Familie adoptieren?
{adopta_general_offer_body_greek}				Dieser Kommandant hat seinen Wert in der Schlacht unter Beweis gestellt und könnte unter der richtigen Führung zu einem der nobelsten Griechen werden. Möchtet Ihr ihn adoptieren?
{adopta_general_offer_body_egyptian}				Dieser Mann ist ein würdiger Kommandant der großen Armeen des Pharaos und wäre ein Schmuck der höchsten gesellschaftlichen Kreise. Möchtet Ihr ihn adoptieren?
{adopta_general_offer_body_eastern}				Dieser Mann hat seinen Wert in der Schlacht unter Beweis gestellt. Mit dem richtigen Sponsor könnte er sehr viel erreichen. Möchtet Ihr ihn adoptieren?
{character_available_for_adoption_body_roman}			Dieser Mann hat seinen Wert als wahrer Römer unter Beweis gestellt und würde viel tun, um Ehre und Rum unserer Familie zu mehren. Möchtet Ihr in formell in die Familie adoptieren?
{character_available_for_adoption_body_barbarian}		Dieser Mann hat Stärke und Mut und bringt unserem Volk viel Ehre! Möchtet Ihr seine Stärke der unserer Familie hinzuzählen, indem Ihr in adoptiert?
{character_available_for_adoption_body_carthaginian}		Mit den richtigen Verbindungen könnte dieser Mann viel mehr werden, als er im Moment ist. Er hat das Potential zu einem Anführer. Möchtet Ihr ihn in seiner Karriere weiterbringen, indem Ihr ihn adoptiert?
{character_available_for_adoption_body_greek}			Dieser Mann hat das Potential zu beweisen, dass die Griechen angeborene Qualitäten haben, die über die anderer Menschen hinausgehen. Er benötigt einen guten Patron, möchtet Ihr ihn adoptieren?
{character_available_for_adoption_body_egyptian}		Diesem würdigen Diener des edlen Pharaos fehlen nur die richtigen Beziehungen für eine steile Karriere. Wenn Ihr dies bedenkt, wünscht Ihr in dann zu adoptieren?
{character_available_for_adoption_body_eastern}			Dieser würdige und hart arbeitende Funktionär hat das Potential - aber nicht die Beziehungen - zu jemand wirklich Großem zu werden. Möchtet Ihr ihn adoptieren und ihm in seiner Karriere beistehen?
{female_dies_body_roman}					Diese Dame ist so gestorben, wie sie gelebt hat - als Schmuck ihrer Familie und der römischen Gesellschaft. Unsere Familie trauert über ihren Tod und ehrt ihr Gedenken.
{female_dies_body_barbarian}					Diese Frau hat sich nun auf den Weg zu ihren tapferen und edlen Vorfahren gemacht, wo sie sich nun für immer um die Bedürfnisse der toten Helden kümmern kann.
{female_dies_body_carthaginian}				Diese Dame ist tot, aber ihr Leben war ein würdiger Beitrag zu Macht, Prestige und Gesellschaft der Karthager.
{female_dies_body_greek}					Diese Dame ist tot und ihr Haushalt betrauert den Verlust einer so feinen und talentierten Frau.
{female_dies_body_egyptian}					Diese Dame ist tot, ihre Seele ist nun bei Osiris im Jenseits.
{female_dies_body_eastern}					Diese Dame liegt auf ihrer Totenbahre, die Trauernden schlagen sich die Brust und wehklagen über ihr Ableben.
{adoption_failed_body_roman}					Euer Bote kam zu spät mit Eurem großzügigem Angebot der Adoption. Leider ist der Mann nun gestorben.
{adoption_failed_body_barbarian}				Euer Bote wurde aufgehalten, dieser Mann ist nun tot - und kann daher nicht mehr adoptiert werden.
{adoption_failed_body_carthaginian}				Euer Bote war nachlässig und kam spät, dieser Mann weilt ungünstigerweise nicht mehr unter den Lebenden ...
{adoption_failed_body_greek}					Eurem Boten mangelte es an einer gewissen Schnelligkeit und der Mann, der adoptiert werden sollte, ist gestorben und nun auf dem Weg zu Hades.
{adoption_failed_body_egyptian}				Der Bote ähnelte eher einer lahmen Ente als einer loyalen Antilope im Dienst des Pharaos. Dieser Mann ist inzwischen gestorben und kann nicht mehr adoptiert werden!
{adoption_failed_body_eastern}				Euer Bote sollte den Hunden zum Fraß vorgeworfen werden, dass er nicht schneller gewesen ist. Dieser Mann ist gestorben, bevor ihn die Einladung zur Adoption erreichen konnte!
{mission_spy_fail_and_killed_body_roman}			Unser Spion wurde bei der Durchführung seiner Mission gefangen genommen und exekutiert. Dies ist der Preis des Versagens.
{mission_spy_fail_and_killed_body_barbarian}			Dieser Spion wurde gejagt und getötet, bevor er seine Aufgabe durchführen konnte.
{mission_spy_fail_and_killed_body_carthaginian}			Euer Spion ist bei seiner Arbeit gescheitert - und dabei auch ums Leben gekommen.
{mission_spy_fail_and_killed_body_greek}			Der Spion ist leider gefangen genommen und getötet worden, während er versuchte, seine Pflicht zu erfüllen.
{mission_spy_fail_and_killed_body_egyptian}			Dieser Spion hat sich Osiris im Jenseits angeschlossen, wo seine Unfähigkeit, die Wünsche des Pharaos zu erfüllen, sicher schwer auf seiner Seele lasten wird!
{mission_spy_fail_and_killed_body_eastern}			Wäre es nicht drum, dass er bei dem Versuch gestorben ist, so würde Euer Spion eine schwere Strafe für sein Scheitern beim Ausführen Eurer Befehle verdienen!
{mission_spy_fail_body_roman}				Unser Spion hat es nicht geschafft, auch nur einen Teil der Mission zu erfüllen, aber zumindest konnte er lebend entkommen.
{mission_spy_fail_body_barbarian}				Dieser Spion ist in der Ausübung seiner Aufgabe gescheitert, er hat jedoch Glück gehabt, dass er den Wachen entkommen konnte.
{mission_spy_fail_body_carthaginian}				Wir werden wenig von dem miserablen Scheitern dieses Spions bei der Ausführung seiner Mission profitieren.
{mission_spy_fail_body_greek}					Der Spion ist bei der Ausübung seiner Pflicht gescheitert, er hat jedoch die Genugtuung, seinen Fehler zu überleben ...
{mission_spy_fail_body_egyptian}				Dieser Spion ist in seiner Mission gescheitert; er zeigte einen definitiven Mangel an Respekt gegenüber den Wünschen des Pharaos.
{mission_spy_fail_body_eastern}				Dieser Spion ist in seiner Mission gescheitert. Zweifellos verdient er ein schlimmeres Schicksal als den Tod für dieses erbärmliche Resultat.
{mission_assassinate_fail_and_killed_body_roman}			Unser Attentäter ist tot - getötet von der aufmerksamen Leibwache - und sein Ziel ist noch am Leben!
{mission_assassinate_fail_and_killed_body_barbarian}		Unser Attentäter ist gefangen genommen und getötet worden, bevor er das Attentat durchführen konnte.
{mission_assassinate_fail_and_killed_body_carthaginian}		Welchen Sinn macht ein Attentat, bei dem nicht das Ziel, sondern der Attentäter selbst umkommt?
{mission_assassinate_fail_and_killed_body_greek}			Unser Attentäter ist gescheitert, als Konsequenz seines Scheiterns ist er gestorben und zu Hades gereist.
{mission_assassinate_fail_and_killed_body_egyptian}		Dieser undankbare Hund von einem Attentäter hat sich selbst ins Jenseits befördert, statt dies mit dem rechtmäßigen Ziel des pharaonischen Zorns zu tun.
{mission_assassinate_fail_and_killed_body_eastern}		Es gibt nur wenige, die diesen Attentäter betrauern werden. Er war ein Mann, der es vorzog, in seiner Mission zu scheitern und zu sterben, statt im Triumph heimzukehren.
{mission_assassinate_fail_body_roman}				Unser Attentäter hat es nicht geschafft, sein Ziel zu töten, aber zum Glück konnte er den Wachen entkommen und nach seinem Scheitern fliehen.
{mission_assassinate_fail_body_barbarian}			Unser Attentäter hat sein Ziel nicht getötet, aber zumindest wurde er nicht gefangen genommen und von den Leibwachen getötet.
{mission_assassinate_fail_body_carthaginian}			Wir werden wenig vom gescheiterten Versuch dieses Attentäters, sein Ziel ins Jenseits zu schicken, profitieren.
{mission_assassinate_fail_body_greek}				Der Attentäter hat es nicht geschafft, sein Opfer zu töten, aber zumindest hat er die Aktion selbst überlebt ...
{mission_assassinate_fail_body_egyptian}			Dieser Attentäter hat es nicht geschafft, sein Opfer ins Jenseits zu befördern. Dieses Scheitern ist nicht der Akt eines wahren Dieners des edlen Pharaos.
{mission_assassinate_fail_body_eastern}			Dieser Attentäter sollte den Geiern zu Fraß vorgeworfen werden, da die Vögel Hunger haben, weil sie sich nicht an seinem Opfer weiden konnten!
{mission_sabotage_fail_and_killed_body_roman}			Unser Spion ist bei dem Sabotageversuch gescheitert und war so unvorsichtig, dass er sogar sein Leben dabei verloren hat!
{mission_sabotage_fail_and_killed_body_barbarian}		Unser Spion hatte den guten Menschenverstand, zu sterben und so die Schande seines Versagens teilweise zu sühnen.
{mission_sabotage_fail_and_killed_body_carthaginian}		Es nützt uns wenig, wenn ein Spion es nicht schafft, Schaden anzurichten und selbst bei dem Versuch stirbt!
{mission_sabotage_fail_and_killed_body_greek}			Unser Spion ist bei seinem Sabotageversuch gescheitert - und hat die zusätzliche Schande erlitten, bei dem Scheitern ebenfalls zu sterben!
{mission_sabotage_fail_and_killed_body_egyptian}		Dieser Spion ist nicht nur bei seiner Mission gescheitert, sondern er hat sich ebenfalls dem Zorn des mächtigen Pharaos entzogen, indem er sein Leben verlor!
{mission_sabotage_fail_and_killed_body_eastern}		Dieser Spion hat Schlimmeres als nur den Tod für sein Versagen verdient, aber er hat er sich der gerechten Strafe durch seinen Tod entzogen!
{mission_sabotage_fail_body_roman}			Der Sabotageversuch ist fehlgeschlagen, aber wenigstens konnte unser Spion die Gefangennahme durch die zahlreichen Wachen vermeiden!
