¬ Text file converted with loc_parser							
{your_citizens_killed}					Cittadini uccisi:		
{player_faction_largest_body_barbarian}			Nessuna delle altre fazioni può eguagliare le terre che controlliamo. Un uomo può cavalcare dall'alba al tramonto e non riuscire a vedere la minima parte di quello che possediamo.	
{player_faction_largest_body_carthaginian}			Dalle profondità marine alle vette più elevate, nessuna delle altre fazioni raggiunge un profitto simile al nostro controllando così tante terre.	
{player_faction_largest_body_greek}				Al di sotto delle nevi dell'Olimpo, nessuna delle altre fazioni domina un territorio più esteso. La nostra fazione è la più vasta di tutto il mondo conosciuto.
{player_faction_largest_body_egyptian}			Le terre del Faraone si estendono dall'alba al tramonto e nessuna delle altre fazioni può vantare una gloria pari alla nostra.	
{player_faction_largest_body_eastern}			Da est a ovest, nessuna delle altre fazioni può vantare un così vasto territorio o dominare un più regno più grande!	
{building_sabotaged_body_roman}				Questo edificio romano è stato danneggiato da un infido sabotaggio straniero! Fino a quando non verrà riparato non sarà di alcuna utilità a questo insediamento.
{building_sabotaged_body_barbarian}				L'edificio è stato danneggiato da qualche infido forestiero! Fino a quando le riparazioni non saranno ultimate non ci servirà a nulla!
{building_sabotaged_body_carthaginian}			Qualche malvagio sabotatore nemico ha danneggiato questo edificio. Fino a quando non verrà riparato, non porterà alcun profitto a questo insediamento.	
{building_sabotaged_body_greek}				Questo edificio è stato gravemente danneggiato da stranieri e sabotatori. Fino a quando non verranno completate le riparazioni non sarà di alcuna utilità a questo insediamento.
{building_sabotaged_body_egyptian}				Le proprietà del Faraone sono state danneggiate dagli stranieri! Fino a quando non verranno completate le riparazioni da parte dei suoi leali servitori non sarà di alcuna utilità!
{building_sabotaged_body_eastern}				L'edificio è stato danneggiato da qualche malvagio agente straniero. Fino a quando non sarà riparato non sarà inutilizzabile.
{players_army_destroyed_body_roman}			L'ultima delle tue armate romane è caduta, ma i tuoi alleati combattono ancora, leali alla nostra comune causa. Possono ancora vincere!	
{players_army_destroyed_body_barbarian}			L'ultimo dei nostri guerrieri è morto, ma i nostri alleati stanno ancora combattendo! Possono ancora vincere la battaglia!	
{players_army_destroyed_body_carthaginian}			L'ultima delle tue armate è stata distrutta, ma i tuoi alleati combattono ancora, fedeli alla causa. Possono ancora vincere!	
{players_army_destroyed_body_greek}			L'ultimo dei tuoi soldati è caduto, ma i tuoi alleati continuano a combattere! Possono ancora vincere e conservare la gloria della nostra causa!	
{players_army_destroyed_body_egyptian}			L'ultimo dei leali servi del Faraone è morto, ma i suoi alleati non si sono arresi. Possono ancora vincere e preservare, in qualche modo, il suo onore!	
{players_army_destroyed_body_eastern}			L'ultima delle nostre forze è stata sconfitta, ma i nostri alleati hanno ancora abbastanza uomini per continuare a combattere. Potrebbero addirittura vincere questa battaglia se solo gli dei lo volessero.	
{character_dies_suspicious_body_roman}			Quest'uomo è morto improvvisamente, in modo sospetto, forse a causa di un atto malvagio. Questo è un modo terribile di morire per un valente Romano!	
{character_dies_suspicious_body_barbarian}			Quest'uomo è stato ucciso con qualche vile trucchetto, per mano di un sicario. Questa non è certo la degna morte di un guerriero!	
{character_dies_suspicious_body_carthaginian}			Quest'uomo è stato ucciso da un sicario che l'ha mandato nell'aldilà con un trucco subdolo e vigliacco. La sua morte esige vendetta!	
{character_dies_suspicious_body_greek}			Quest'uomo è stato inviato oltre lo Stige dalla lama di un assassino! Una simile morte per mano di un codardo esige vendetta!	
{character_dies_suspicious_body_egyptian}			Quest'uomo è stato ucciso con qualche oscura azione. È andato a raggiungere Osiride, ma la sua anima grida ancora vendetta!	
{character_dies_suspicious_body_eastern}			Quest'uomo è caduto sotto la lama di un assassino. La sua morte è un insulto che grida vendetta!	
{character_dies_disaster_body_roman}			Che disastro! I mutevoli dei hanno deciso che la fine di questo romano è giunta! Deve averli offesi in qualche modo...	
{character_dies_disaster_body_barbarian}			Gli dei ci hanno abbattuto su di noi una sciagura e la morte di quest'uomo ne è il risultato. È la volontà degli dei, ma una brutta morte per un guerriero!	
{character_dies_disaster_body_carthaginian}			Si è abbattuta una grave disgrazia e nessuno ne sarà immune. Quest'uomo è morto per volere degli dei.	
{character_dies_disaster_body_greek}			Quest'uomo deve avere offeso gli dei in qualche modo poiché è perito a causa di questa terribile calamità come una qualunque altra persona di valore minore.	
{character_dies_disaster_body_egyptian}			Una sciagura non ha alcun rispetto per il rango e anche quest'uomo è rimasto ucciso. Gli dei sono consiglieri di se stessi, ma è davvero un peccato quando un simile individuo ci viene portato via.	
{character_dies_disaster_body_eastern}			Il fato è mutevole, ma non ci si può opporre alla volontà degli dei. Quest'uomo è perito insieme a molti altri come conseguenza di una terribile sciagura.	
{exterminate_populace_body_roman}				Tempi difficili richiedono decisioni difficili. Il popolo è stato trucidato e ora comprende il prezzo che comporta opporsi al potere di Roma!
{exterminate_populace_body_barbarian}			Il popolo di questo insediamento è stato passato a fil di spada e ora comprende bene il prezzo della rivolta!	
{exterminate_populace_body_carthaginian}			La popolazione di questo insediamento ora comprende che opporsi a noi è doloroso e inutile. Ai nostri soldati duole ormai il braccio per aver colpito troppi ribelli!	
{exterminate_populace_body_greek}				La popolazione è stata passata a fil di spada. Una tale crudeltà è certo riprovevole, ma questo è il prezzo che si deve pagare per opporsi a noi.
{exterminate_populace_body_egyptian}			L'opporsi alla volontà del Faraone merita una punizione e la gente di questo insediamento ha sofferto abbondantemente sia la frusta che la spada!	
{exterminate_populace_body_eastern}			L'opporsi a noi comporta un prezzo e questa gente ha pagato quel prezzo con il proprio sangue. I carnefici sono stanchi per il troppo lavoro.	
{upgrade_settlement_to_town_body_roman}			Questo villaggio ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in un borgo. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di erigere una casa del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.
{upgrade_settlement_to_town_body_barbarian}		Questo villaggio ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in un borgo. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di erigere una dimora del guerriero. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.	
{upgrade_settlement_to_town_body_carthaginian}		Questo villaggio ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in un borgo. Ciò ti permetterà di costruire nuove strutture. Per far ciò hai bisogno di erigere una casa del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.	
{upgrade_settlement_to_town_body_greek}			Questo villaggio ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in un borgo. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di erigere una casa del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.
{upgrade_settlement_to_town_body_egyptian}			Questo villaggio ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in un borgo. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di costruire una casa del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.
{upgrade_settlement_to_town_body_eastern}			Questo villaggio ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in un borgo. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di erigere una casa del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.
{upgrade_settlement_to_large_town_body_roman}		Questo borgo ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in una cittadina. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di far evolvere la casa del governatore in villa del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.	
{upgrade_settlement_to_large_town_body_barbarian}		Questo borgo ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in una cittadina. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di far evolvere la dimora del guerriero in dimora del signore guerriero. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.	
{upgrade_settlement_to_large_town_body_carthaginian}		Questo borgo ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in una cittadina. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di far evolvere la casa del governatore in villa del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.	
{upgrade_settlement_to_large_town_body_greek}		Questo grande villaggio ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in una cittadina. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di far evolvere la casa del governatore in villa del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.	
{upgrade_settlement_to_large_town_body_egyptian}		Questo borgo ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in una cittadina. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di far evolvere la casa del governatore in villa del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.	
{upgrade_settlement_to_large_town_body_eastern}		Questo borgo ha raggiunto una popolazione sufficiente per permetterti di farlo evolvere in una cittadina. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di far evolvere la casa del governatore in villa del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.	
{upgrade_settlement_to_city_body_roman}			Questa cittadina ha raggiunto una popolazione sufficiente per permetterti di farla evolvere in una città. Ciò ti consentirà di costruire nuove strutture. Per far ciò hai bisogno di far evolvere la villa del governatore in palazzo del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.
{upgrade_settlement_to_city_body_barbarian}			THIS UPGRADE INSEDIAMENTO TEXT SHOULD NEVER APPEAR ON SCREEN AND SHOULD NOT BE TRANSLATED!
{upgrade_settlement_to_city_body_carthaginian}		Questa cittadina ha raggiunto una popolazione sufficiente per permetterti di farla evolvere in una città. Ciò ti consentirà di costruire nuovi edifici. Per far ciò hai bisogno di far evolvere la villa del governatore in palazzo del governatore. Puoi decidere di posticipare questa costruzione, ma se la popolazione dovesse crescere ancora, l'eccessivo affollamento porterà a un aumento del livello di povertà e a un rallentamento dello sviluppo.	
