¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Римские
{SMT_CAPABILITY_POPULATION_LOYALTY_BONUS}		Модификатор лояльности населения
{SMT_CAPABILITY_POPULATION_HEALTH_BONUS}		Модификатор здоровья населения
{SMT_CAPABILITY_TRADE_BASE_INCOME_BONUS}		Модификатор дохода от торговли
{SMT_CAPABILITY_TRADE_LEVEL_BONUS}			Модификатор уровня торговли
{SMT_CAPABILITY_TRADE_FLEET}				Торговый флот
{SMT_CAPABILITY_TAXABLE_INCOME_BONUS}		Модификатор дохода, облагаемого налогом
{SMT_CAPABILITY_MINE_RESOURCE}			Горное дело
{SMT_CAPABILITY_FARMING_LEVEL}			Сельское хозяйство
{SMT_CAPABILITY_ROAD_LEVEL}				Дороги
{SMT_CAPABILITY_GATE_STRENGTH}			Сила ворот
{SMT_CAPABILITY_GATE_DEFENSES}			Защита ворот
{SMT_CAPABILITY_TOWER_LEVEL}				Башенные укрепления
{SMT_CAPABILITY_ARMOUR}					Доспехи
{SMT_CAPABILITY_STAGE_GAMES}				Арена игр
{SMT_CAPABILITY_STAGE_RACES}				Арена гонок
{SMT_CAPABILITY_POPULATION_FIRE_RISK_BONUS}	Модификатор риска пожара
{SMT_CAPABILITY_WEAPON_SIMPLE}			Простое оружие
{SMT_CAPABILITY_WEAPON_MISSILE}			Стрелковое оружие
{SMT_CAPABILITY_WEAPON_BLADED}			Клинковое оружие
{SMT_CAPABILITY_WEAPON_SIEGE}				Осадное оружие
{SMT_CAPABILITY_WEAPON_OTHER}				Особое оружие
{SMT_CAPABILITY_BODYGUARD}				Телохранитель			
